Upstream commit,Date,Summary,Paths touched,Decision,Notes
9a0b981a7c1ad10bf20216135c586e1ce53a11de,2024-02-24,(Engineering) Fixing warning messages from clang,src/midend/programAnalysis/genericDataflow/analysis/dataflow.C,pick,genericDataflow dead-code cleanup
626ec82ad01d7ebafd5d5198dc5501053f0151eb,2024-02-25,(Release) Incremented version to 0.11.145.38,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
eb241d6364a8ea830089f8824f72970261c63b3f,2024-02-26,(Engineering) Removed recent warnings blamed on ROSE Manager,src/midend/astUtil/astSupport/ProcessAstTree.C,pick,ProcessAstTree unused-parameter cleanup
274e472a4fbf6eebfb0a500bf5c24a0fe491af51,2024-02-26,(Engineering) Improve ticket ID matching in good-commits script,scripts/good-commits.pl,pick,Improve ticket matching in good-commits script
971928ab494a5043b62787d2bf89ae0037cc75ba,2024-02-27,(Ada) clean up installed headers,src/ROSETTA/Grammar/Type.code src/ROSETTA/src/type.C src/backend/unparser/unparser.C src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.C src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.h src/frontend/Experimental_Ada_ROSE_Connection/AdaStatement.C src/frontend/Experimental_Ada_ROSE_Connection/AdaType.C src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE.C src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE.h src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE_translation.h src/frontend/Experimental_Ada_ROSE_Connection/Makefile.am src/frontend/Experimental_Ada_ROSE_Connection/ada_support.C src/frontend/SageIII/sageInterface/sageGeneric.h src/frontend/SageIII/sage_support/sage_support.C,pick-partial,Applied SgProject::link warning log; Ada/ROSETTA changes skipped; NotNull not present; Reverted changes in src/backend/unparser/unparser.C; src/frontend/SageIII/sage_support/sage_support.C to remove drop-list reintroductions.
04d2fed0a7e98239f1fe6c11227d968e2152f12e,2024-02-27,(Engineering) Fixed warning messages from clang,src/midend/programAnalysis/genericDataflow/analysis/dataflow.C,pick,genericDataflow dead-code removals
46612fe117ad85ce0517fc0f892fa7dc7616349d,2024-02-27,(Release) Incremented version to 0.11.145.39,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
6cdc5d21223a3f4d7dd0c18d027dc3e3a2e8b5f3,2024-02-27,(Fortran Flang) Finished ArraySpec,src/backend/unparser/FortranCodeGeneration/unparseFortran_statements.C src/backend/unparser/FortranCodeGeneration/unparseFortran_types.C src/frontend/Experimental_Flang_ROSE_Connection/BuildExprVisitor.h src/frontend/Experimental_Flang_ROSE_Connection/BuildVisitor.h src/frontend/Experimental_Flang_ROSE_Connection/sage-build.cc src/frontend/Experimental_Flang_ROSE_Connection/sage-build.h src/frontend/Experimental_General_Language_Support/general_language_translation.h,pick,Flang ArraySpec and related updates; Reverted changes in src/frontend/Experimental_General_Language_Support/general_language_translation.h to remove drop-list reintroductions.
57028484a578f4a51f2f6c3bdf1e68a917f6a051,2024-02-29,(Engineering) Fixed warning messages from clang,src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C src/backend/unparser/unparser.C src/frontend/SageIII/manglingSupport.C,pick,Backend clang warning cleanups; Reverted changes in src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C; src/backend/unparser/unparser.C to remove drop-list reintroductions.
efb4baa8c0c6e81848035a55338528b5370dda5b,2024-02-29,(Fortran Flang) Implementing BlockData,src/frontend/SageIII/sageInterface/sageBuilder.C src/frontend/SageIII/sageInterface/sageBuilder.h,pick-partial,Applied sageBuilder updates; Python/UPC declarations not in REX; Reverted changes in src/frontend/SageIII/sageInterface/sageBuilder.C to remove drop-list reintroductions.
f3effe40a912761ab776e886c95124695786762c,2024-02-29,(Fortran Flang) Implementing BlockData,src/frontend/SageIII/sageInterface/sageBuilder.C,drop,Reverted changes in src/frontend/SageIII/sageInterface/sageBuilder.C to remove drop-list reintroductions; no changes kept.
db4c4152c06c9b12fbba649edd1a17a96b603f77,2024-02-29,(Release) Incremented version to 0.11.145.40,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
1046958695ed044392bb497b7cd5ed0802a50508,2024-03-01,(Engineering) Regenerated Rose::Sarif AST nodes to fix warnings,src/generated/Rose/Sarif/Analysis.C src/generated/Rose/Sarif/CodeFlow.C src/generated/Rose/Sarif/Log.C src/generated/Rose/Sarif/Result.C src/generated/Rose/Sarif/ThreadFlow.C,drop,Generated Sarif dir not present in REX
f85bc09e4f027e310ccfa708f1bc8bafad2b3ed5,2024-03-01,(Engineering) Fixed compiler warnings from Robb,src/Rosebud/SawyerGenerator.C,drop,Sawyer/Rosebud generator dropped
f45955a49c3ad6caf114ddb0178c5c5ad69c755d,2024-03-01,(Testing) Adding Plumhall tests to .gitlab-ci and removing Polyopt,.gitlab-ci.yml,drop,.gitlab-ci.yml not in keep list
1a04e4ef1ca4213372529d0685d0adb181ac154b,2024-03-01,(Testing) Adding SAPOH tests & fixing Push-Weekly,.gitlab-ci.yml,drop,.gitlab-ci.yml not in keep list
b52d745facd645fc6fdc0ce3a87987f03bfc366d,2024-03-01,(Fortran Flang) Implementing BlockData,src/backend/unparser/FortranCodeGeneration/unparseFortran_statements.C src/frontend/Experimental_Flang_ROSE_Connection/BuildExprVisitor.h src/frontend/Experimental_Flang_ROSE_Connection/BuildVisitor.h src/frontend/Experimental_Flang_ROSE_Connection/sage-build.cc src/frontend/Experimental_Flang_ROSE_Connection/sage-build.h src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h,pick,Flang BlockData stage 3 updates; Reverted changes in src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C; src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h to remove drop-list reintroductions.
bcfbeb0eefa0fbbbdf2a64caf992aa9b20691907,2024-03-01,(Engineering) Fixed warning messages from clang,src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C,drop,Reverted changes in src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C to remove drop-list reintroductions; no changes kept.
afe8b64992c8099d644b5445b64f1366bdefdcf0,2024-03-01,(Release) Incremented version to 0.11.145.41,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
6bdca21f7c74d60b44651e23545ede4f6c044c31,2024-03-01,(Engineering) Fixed warning messages from clang,src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C,drop,Reverted changes in src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C to remove drop-list reintroductions; no changes kept.
1679ff6ca9d3d2ea81b88df61afbc24501a3ec50,2024-03-03,(Release) Incremented version to 0.11.145.42,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
027ef5fa01f361eb32f8b1e9e430627bc869aae1,2024-03-03,(Support) Updated to latest sawyer release,src/Sawyer/DenseIntegerSet.h src/Sawyer/IntervalSet.h src/Sawyer/Set.h,drop,Sawyer dropped
e7519b56820bae48c2a5c5d6095ed1d96db64442,2024-03-03,(Model Checker) Improved documentation,src/Rose/BinaryAnalysis/ModelChecker/BasicTypes.h src/Rose/BinaryAnalysis/ModelChecker/PathNode.h,drop,Binary analysis dropped
62fce5a5fc903c77f0dfe8379d0d4a9cb87d9954,2024-03-03,(Model Checker) To prune or not when inserting starting points,src/Rose/BinaryAnalysis/ModelChecker/BasicTypes.h src/Rose/BinaryAnalysis/ModelChecker/Engine.C src/Rose/BinaryAnalysis/ModelChecker/Engine.h,drop,Binary analysis dropped
b1d3713914e9e426dd86a7037bcc95f6f7a0d68f,2024-03-03,(Binary Analysis) Added config for optional cereal library,CMakeLists.txt Tuprules.tup cmake/FindCereal.cmake rose_config.h.in.cmake scripts/tup/cmake-config-tup scripts/tup/rose-configure-tup tup.config,drop,Binary analysis + tup inventory dropped
9f8ab35048b88259ac5b4399003c46f86ab68eba,2024-03-03,(Rosebud) Added preliminary support for cereal,src/AstNodes/Rose/Sarif/Artifact.h src/Rosebud/BoostSerializer.C src/Rosebud/BoostSerializer.h src/Rosebud/CMakeLists.txt src/Rosebud/CerealSerializer.C src/Rosebud/CerealSerializer.h src/Rosebud/Makefile.am src/Rosebud/NoneSerializer.C src/Rosebud/NoneSerializer.h src/Rosebud/RosettaGenerator.C src/Rosebud/RosettaGenerator.h src/Rosebud/SawyerGenerator.C src/Rosebud/Serializer.C src/Rosebud/Serializer.h src/Rosebud/Tupfile src/Rosebud/generate src/frontend/SageIII/sage3basic.h,drop,Dropped Rosebud changes to avoid Sawyer (dropped component); Rosebud removed.
23115cc4d962f1f4431880afa382b6ebf8e133ad,2024-03-03,(Rosebud) Regenerated Rose::Sarif nodes using cereal,src/generated/Rose/Sarif/Analysis.C src/generated/Rose/Sarif/Analysis.h src/generated/Rose/Sarif/Artifact.C src/generated/Rose/Sarif/Artifact.h src/generated/Rose/Sarif/CMakeLists.txt src/generated/Rose/Sarif/CodeFlow.C src/generated/Rose/Sarif/CodeFlow.h src/generated/Rose/Sarif/Location.C src/generated/Rose/Sarif/Location.h src/generated/Rose/Sarif/Log.C src/generated/Rose/Sarif/Log.h src/generated/Rose/Sarif/Makefile.am src/generated/Rose/Sarif/Node.C src/generated/Rose/Sarif/Node.h src/generated/Rose/Sarif/NodeDeclarations.h src/generated/Rose/Sarif/Result.C src/generated/Rose/Sarif/Result.h src/generated/Rose/Sarif/Rule.C src/generated/Rose/Sarif/Rule.h src/generated/Rose/Sarif/ThreadFlow.C src/generated/Rose/Sarif/ThreadFlow.h src/generated/Rose/Sarif/ThreadFlowLocation.C src/generated/Rose/Sarif/ThreadFlowLocation.h src/generated/Rose/Sarif/Tupfile,drop,Sarif subsystem dropped in REX
2e68bc6051730f005828929059f752ed881cf535,2024-03-03,(Rosebud) Supports private accessors/mutators,src/AstNodes/Rose/Sarif/Artifact.h src/AstNodes/Rose/Sarif/Location.h src/AstNodes/Rose/Sarif/ThreadFlow.h src/Rose/Sarif/Location.C src/Rose/Sarif/Result.C src/Rose/SourceLocation.h src/Rosebud/SawyerGenerator.C src/Rosebud/SawyerGenerator.h src/Rosebud/Utility.C src/Rosebud/Utility.h,drop,Dropped Rosebud changes to avoid Sawyer (dropped component); Rosebud removed.
42fb080432804abe84073212b3fcc1bbb74d305d,2024-03-03,(Rosebud) Adds support for multiple serializers at once,src/Rosebud/BoostSerializer.C src/Rosebud/CerealSerializer.C src/Rosebud/RosettaGenerator.C src/Rosebud/SawyerGenerator.C src/Rosebud/Serializer.C src/Rosebud/Serializer.h src/Rosebud/Utility.h src/Rosebud/generate src/Rosebud/rosebud.C,drop,Dropped Rosebud changes to avoid Sawyer (dropped component); Rosebud removed.; Serializer::lookup; Rose/RosettaGenerator updates; cereal prologue/memory + cppStack); skipped BoostSerializer/SawyerGenerator/generate
4dac00abc0aa8059622cd6afe74284ca445fa3b3,2024-03-03,(Rosebud) Regenerated Rose::Sarif nodes to support boost and cereal,src/generated/Rose/Sarif/Analysis.C src/generated/Rose/Sarif/Analysis.h src/generated/Rose/Sarif/Artifact.C src/generated/Rose/Sarif/Artifact.h src/generated/Rose/Sarif/CMakeLists.txt src/generated/Rose/Sarif/CodeFlow.C src/generated/Rose/Sarif/CodeFlow.h src/generated/Rose/Sarif/Location.C src/generated/Rose/Sarif/Location.h src/generated/Rose/Sarif/Log.C src/generated/Rose/Sarif/Log.h src/generated/Rose/Sarif/Makefile.am src/generated/Rose/Sarif/Node.C src/generated/Rose/Sarif/Node.h src/generated/Rose/Sarif/NodeDeclarations.h src/generated/Rose/Sarif/Result.C src/generated/Rose/Sarif/Result.h src/generated/Rose/Sarif/Rule.C src/generated/Rose/Sarif/Rule.h src/generated/Rose/Sarif/ThreadFlow.C src/generated/Rose/Sarif/ThreadFlow.h src/generated/Rose/Sarif/ThreadFlowLocation.C src/generated/Rose/Sarif/ThreadFlowLocation.h src/generated/Rose/Sarif/Tupfile,drop,Sarif/Boost serialization dropped in REX
9747c9f4fd4d6e5aba9cac28349c4a72c9569188,2024-03-03,(Support) Upgrade to latest Sawyer version with Cereal support,src/Sawyer/AddressMap.h src/Sawyer/AddressSegment.h src/Sawyer/AllocatingBuffer.h src/Sawyer/BitFlags.h src/Sawyer/BitVector.h src/Sawyer/Buffer.h src/Sawyer/Cached.h src/Sawyer/Graph.h src/Sawyer/HashMap.h src/Sawyer/IndexedList.h src/Sawyer/Interval.h src/Sawyer/IntervalMap.h src/Sawyer/IntervalSet.h src/Sawyer/Map.h src/Sawyer/MappedBuffer.h src/Sawyer/NullBuffer.h src/Sawyer/Optional.h src/Sawyer/Result.h src/Sawyer/Sawyer.h src/Sawyer/Set.h src/Sawyer/SharedPointer.h src/Sawyer/StaticBuffer.h src/Sawyer/Tree.h,drop,Sawyer library dropped in REX
5784274d459ae6ab366d3d2877cc82700367c0f7,2024-03-03,(Support) Added serialization functions for UUID and paths,src/util/CMakeLists.txt src/util/Makefile.am src/util/Tupfile src/util/rose_serialize_path.h src/util/rose_serialize_uuid.h,drop,Boost serialization helpers dropped in REX
aadaf4a48988e8fbc495e1d7cdde7d2cdab9c0cf,2024-03-03,(Support) Serialization for Sarif::Rule and SourceLocation,src/AstNodes/Rose/Sarif/Rule.h src/Rose/SourceLocation.h,drop,Boost serialization dropped in REX
2b66a42bdf55cab5f430a1521f6d8c93480c3ab8,2024-03-04,(Engineering) Fixed warning messages from clang,src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C,drop,Reverted changes in src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C to remove drop-list reintroductions; no changes kept.
97ab4e216988b3090815eaa77b4eefa26e115992,2024-03-04,(Release) Incremented version to 0.11.145.43,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION; skipped config/SCM_DATE (inventory); configure.ac (autotools); EDG_VERSION (EDG dropped)
57c03d1a08603320d700700a98f9699a2dad86b9,2024-03-08,(CMake) Fix configuration error when running cmake .. -DEDG_VERSION=6.0,src/frontend/CxxFrontend/EDG,drop,EDG frontend dropped in REX
d11e6090c640443c01d2f65074d290dfae028ecd,2024-03-08,(TestScript) Fix rth_run.pl script to not generate empty filters.,scripts/rth_run.pl,pick,rth_run.pl: skip empty filter entries; log each filter command
09912a78cd237874767382f4a9a65b8a1feb0188,2024-03-08,(Analysis) Fix reaching definition analysis connection to side effect analysis.,src/midend/astUtil/astInterface/AstInterface.C src/midend/programAnalysis/bitvectorDataflow/ReachingDefinition.C,pick,ReachingDefinition: avoid functor-to-function warnings; IsVarRef no longer strips casts; Reverted changes in src/midend/astUtil/astInterface/AstInterface.C to remove drop-list reintroductions.
4aaae9aac0b010c66305b37cb556718494f6b67b,2024-03-08,(AstUtil) Fix compilation warning.,src/midend/astUtil/AstUtilInterface.C,pick,Added default cases in AstUtilInterface switches to silence warnings
e0bec98b1edd96d98ba65863d2a0e67f9cc6fcc2,2024-03-08,(Analysis) Fix Mod-read analysis for FunctionDefinition.,src/midend/astUtil/astSupport/StmtInfoCollect.C,pick,Fix mod/read analysis traversal in StmtInfoCollect for function definitions
ad349e5225c9bf8051ba64bb95b53e0da0c1fc4c,2024-03-08,(Tutorial Fix) Removed AST Consistency checks from identityTranslator,exampleTranslators/defaultTranslator/defaultTranslator.C exampleTranslators/documentedExamples/simpleTranslatorExamples/identityTranslator.C tutorial/spawn-frontend/identityTranslator.C,drop,Keeps AstTests::runAllTests in example translators (do not weaken internal checks)
9d02d0548c659e9c00dccafa33e1857e73515984,2024-03-08,(Fortran Flang) Implementing DataStmt,src/ROSETTA/Grammar/Support.code src/backend/unparser/FortranCodeGeneration/unparseFortran_statements.C src/backend/unparser/unparser.C src/frontend/OpenFortranParser_SAGE_Connection/FortranParserActionROSE.C src/roseSupport/stringify.C,pick-partial,DataStmt enum rename + Fortran parser/unparser updates (explicit list; Reverted changes in src/ROSETTA/Grammar/Support.code; src/backend/unparser/unparser.C to remove drop-list reintroductions.; implicit list assert; slash formatting); skipped unparser.C cleanup and missing stringify.C in REX
53e3eeea9eec7c47a3884fc51f36ebaf86bcab26,2024-03-08,(SageInterface) preserve inner dangling #endif or #if etc. before removing/replacing statements,src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface.h,pick,Preserve dangling #if/#endif by moving inner directives before remove/replace
d8edf82bbb7c87816be21525343de8e03c83b673,2024-03-08,(SageInterface) remove NULL comments after moving them to new places,src/frontend/SageIII/sageInterface/sageInterface.C,pick,Remove NULL preprocessing infos after moving dangling #if/#endif directives
946581c24e809904c152c3da0f2a8b81e854e2e5,2024-03-08,(SageInterface) git moving dangling directives: support #else and #elif,src/frontend/SageIII/sageInterface/sageInterface.C,pick,Extend dangling directive move-up to handle #else/#elif and associated erasure
83d1cb4d1323a2a648e82e936cfece870b0db8c6,2024-03-08,(sageinterface) moving dangling #else directives: fix dict's key,src/frontend/SageIII/sageInterface/sageInterface.C,pick,Fix associated-directive keying for dangling #else/#elif handling
720d0a3b79ad02a6539d5a09692dd7c86d5e5714,2024-03-08,(SageInterface) move dangling middle directives,src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface.h src/frontend/SageIII/sageInterface/sageInterface_type.C src/midend/programTransformation/ompLowering/omp_lowering.cpp,pick,Move dangling-directive helpers to sageInterface_type.C; add eraseNullPreprocessingInfo; disconnect OMP single body before replace
e96de2f563c6ca19e07b415d54f576b8d0a92ae0,2024-03-08,(sageInterface) cleanup code,src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface_type.C,pick,Move dangling-directive helpers back to sageInterface.C; keep eraseNullPreprocessingInfo
